job_size,business_segment,job_segment,want_short,context_when,want_result,so_that,importance,satisfaction,gap,fitbase_value,previous_solution_problems,drivers,barriers,lpr_quote,interview_label,business_profile,lpr_profile,notes,duplicate_group,is_canonical,id
Small,,,Вести переписку с клиентами в одном окне,Когда клиенты пишут в разные каналы,Чат-центр,Чтобы ничего не терялось,Средняя,,,"Интеграция WhatsApp, Telegram",Разрозненные чаты,Централизация,Ограничения Telegram,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,"Частотность: х2 | УТП: Fitbase = все чаты в CRM. Вы быстро отвечаете и чувствуете спокойствие, что коммуникации под контролем.",,1,J189
Small,,,Делать отчёты по продажам и посещаемости,Когда нужен анализ,Отчёты и BI,Чтобы принимать решения,Высокая,,,BI-отчёты,"Excel, нет аналитики",Цифры,Сложность метрик,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,Частотность: х2 | УТП: Fitbase = отчёты и BI. Вы принимаете решения на цифрах и чувствуете уверенность в стратегии.,,1,J190
Small,,,Копировать расписание на долгий срок,Когда нужно планировать на месяцы,Копировать разом,Чтобы не тратить время еженедельно,Средняя,,,Копирование расписаний,Google-календарь — ручное,Удобство,Нет,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,Частотность: х2 | УТП: Fitbase = копирование расписаний. Вы экономите часы и чувствуете облегчение в планировании.,,1,J191
Small,,,Создавать задачи для администраторов,Когда нужно организовать обзвоны или работу,Постановка задач в CRM,Чтобы контролировать исполнение,Средняя,,,Задачи в системе,Контроль на словах,Удобство,Дисциплина сотрудников,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,"Частотность: х2 | УТП: Fitbase = задачи в CRM. Работа админов прозрачна, вы чувствуете спокойствие и порядок.",,1,J192
Small,,,Фильтровать клиентов для рассылок,Когда нужна сегментация,"Фильтры по возрасту, полу и статусу",Чтобы персонализировать коммуникации,Средняя,,,Фильтры в CRM,"Excel, ручной поиск",Точность маркетинга,Нет,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,Частотность: х2 | УТП: Fitbase = сегментация базы. Вы делаете точные рассылки и чувствуете эффективность маркетинга.,,1,J193
Small,,,Настраивать бонусы вручную,Когда нужны акции,Быстро выдавать бонусы,Чтобы стимулировать клиентов,Средняя,,,Бонусы и промокоды,Нет автоматизации,Маркетинг,Не все клиенты активны,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,"Частотность: х1 | УТП: Fitbase = бонусы в пару кликов. Акция запускается легко, вы чувствуете, что стимулируете клиентов без усилий.",,1,J194
Small,,,Брендировать приложение под студию,Когда хочется персонализации,"Цвета, логотип",Чтобы укреплять бренд,Средняя,,,White-label приложение,Нет своего приложения,Имидж,Стоимость кастомизации,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,"Частотность: х1 | УТП: Fitbase = брендированное приложение. Ваш клуб выглядит премиально, вы чувствуете гордость за сервис.",,1,J195
Small,,,Выдавать сертификаты,Когда клиенты хотят подарить абонемент,Электронные сертификаты,Чтобы увеличить продажи,Средняя,,,Сертификаты в CRM,Нет инструмента,Доп. продажи,Нет,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,Частотность: х1 | УТП: Fitbase = e-сертификаты. Вы легко запускаете подарки и чувствуете удовлетворение от роста выручки.,,1,J196
Small,,,Подключать IP-телефонию,Когда звонков много,Автоматический учёт звонков,Чтобы не терять клиентов,Средняя,,,Интеграция телефонии,Пропущенные звонки терялись,Централизация,Стоимость подключения,,АГРЕГИРОВАНО (без привязки к конкретному интервью),,,"Частотность: х1 | УТП: Fitbase = телефония в CRM. Все звонки на виду, вы чувствуете уверенность, что клиенты не теряются.",,1,J197
Big,S1,J2,"Управлять студией как системным бизнесом, а не как «ремесленник», чтобы получать доход без личного участия в операционке и тренировках",,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина (эталон AJTBD)",,,,,1,J198
Middle,S1,J2,Контролировать реальную прибыль (Реализация vs Касса),Видеть дебиторку и не тратить «чужие» деньги (авансы за абонементы).,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J199
Middle,S1,J2,Автоматизировать расчет сложной зарплаты,"Считать KPI (посещаемость, видео-отзывы, количество тренировок) без ручной сверки в Excel по 30-60 минут.",,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J200
Middle,S1,J2,Управлять удержанием и оттоком,"Видеть, кто перестал ходить, и возвращать их, а не только надеяться на «сарафанку» и новых клиентов.",,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J201
Middle,S1,J2,Делегировать продажи и сервис,"Нанять админов/менеджеров так, чтобы они работали по скриптам и возвращали клиентов, а не просто «открывали дверь».",,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J202
Middle,S1,J2,Защитить базу и интеллектуальную собственность,"Чтобы тренеры не уводили клиентов в свои «хрущевки» (подписание NDA, ограничение доступа к базе).",,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J203
Small,S1,J2,Видеть остатки по абонементам в моменте,,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J204
Small,S1,J2,Связать аккаунты родителя и ребенка (общий счет),,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J205
Small,S1,J2,Подписывать договоры через СМС (уйти от бумаги),,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J206
Small,S1,J2,Видеть рейтинг тренеров по посещаемости групп,,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J207
Small,S1,J2,Не перепроверять за программой расчет зарплаты (уйти от багов YClients),,,,,,,,,,,,"Каталина Алексеева — пилатес/реабилитация, Гатчина",,,,,1,J208
Big,S6,J4,Управлять бизнесом падл-клуба с эффективной системой бронирования и учёта,"запуск падл-клуба, опыт работы в теннисе, хочет развивать детские/групповые тренировки, турниры, персоналки","систему, которая объединит учёт аренды кортов, тренеров, клиентов, оплат и коммуникаций","бизнес работал без хаоса, с прозрачной статистикой, удобством для клиентов и тренеров, и я мог принимать управленческие решения",,,,"мощная CRM + учётная система с интеграциями, мобильными приложениями, автоматизацией и аналитикой",,,"возможные сложности с интеграцией с Мегафоном, необходимость обучения персонала","Я теннисист. Я 10 лет проработал директором спортивной школы теннисной, поэтому я в теннисе",Денис — падл-клуб (старт),,,,,1,J209
Middle,S6,J4,Организовать и вести учёт бронирования кортов и тренировок,"клиенты хотят бронировать корты и тренировки, тренеры должны видеть расписание и клиентов","бронирование с онлайн-оплатой, видны свободные слоты и тренеры","клиенты и тренеры записывались быстро и без ошибок, я видел загрузку и выручку",,,,"виджеты для сайта и соцсетей, мобильное приложение с гибкой настройкой интерфейса",,,нужно обучить тренеров и админов,"Когда я как клиент открываю в приложении тренера и записаться на персональную тренировку — я вижу именно те слоты, которые этот тренер сам проставил в своём расписании",Денис — падл-клуб (старт),,,,,1,J210
Middle,S6,J4,Вести клиентскую базу и коммуникации,"клиенты пишут в соцсетях или звонят, тренеры/админы должны быстро реагировать","все коммуникации в одном месте, история, возможность писать клиентам","не терять клиентов, быстро отвечать, вести персонализированную работу",,,,"интеграция с Instagram, ВКонтакте, WhatsApp, Telegram, встроенный мессенджер",,,,"У нас прямые интеграции с Инстаграм, ВКонтакте, Ватсап, Телеграм, Макс — все",Денис — падл-клуб (старт),,,,,1,J211
Small,S6,J4,"Автоматизировать задачи для тренеров (напоминания, ДР, контроль блоков тренировок)",,,,,,,,,,,"«Можно поставить автоматическую задачу — при окончании блока у клиента прилетала ""Настя, у Дениса закончился блок тренировок, напомни""» (22:46)",Денис — падл-клуб (старт),,,,,1,J212
Small,S6,J4,Управлять отзывами клиентов о тренерах (модерация),,,,,,,,,,,"«Отзывы находятся у вас на модерации — поэтому все отзывы сначала поступают к вам, а потом уже вы выбираете оставлять или нет» (18:36)",Денис — падл-клуб (старт),,,,,1,J213
Small,S6,J4,"Вести учёт продаж и оплат (членства, подарочные сертификаты)",,,,,,,,,,,"«В моём счёте я буду видеть все транзакции, которые когда-либо были» (12:30)",Денис — падл-клуб (старт),,,,,1,J214
Small,S6,J4,Интегрировать систему с 1С бухгалтерией,,,,,,,,,,,"«Тут как бы зависит от того, что вы хотите оттуда тянуть... обычно это кастомные отчёты, делают через импорт-экспорт» (30:03)",Денис — падл-клуб (старт),,,,,1,J215
Small,S6,J4,"Получать управленческие отчёты по загрузке кортов, выручке, тренерам",,,,,,,,,,,"«Мы создаём кастомную историю. Вы ему заказываете всё, что хотите, как угодно» (31:07)",Денис — падл-клуб (старт),,,,,1,J216
Small,S6,J4,Настраивать мобильное приложение под бренд клуба,,,,,,,,,,,"«В мобильном приложении вы делаете всё, что хотите: цвета меняете, интерфейс меняете, переставляете» (10:39)",Денис — падл-клуб (старт),,,,,1,J217
Small,S6,J4,Удобный чекин клиентов через QR на планшете,,,,,,,,,,,"«Покупаете самый дешёвый планшет, прибиваете на рецепцию... клиент подносит QR-код, система его приветствует» (52:21)",Денис — падл-клуб (старт),,,,,1,J218
Big,S1,J1,"Выйти из франшизы с минимальным операционным риском и перенастроить весь стек учёта, мобильного приложения и коммуникаций на свою юр.лицо.","Решение принято, идёт большая работа по выходу. Несезон (лето) — некритично прямо сейчас, но нужно к осени.","Получить CRM + мобайл + расписание + рассылки **в одном пакете, на своём бренде**, без зависимости от франшизы.","Сохранить клиентскую базу, не потерять выручку, плавно перейти на свою операционку.",,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J219
Middle,S1,J1,Получить полный пакет учёта + мобайла + мессенджеров в одной системе,раньше всё было «по франшизе» в чужой 1С + чужом Mobifitness. Теперь надо своё.,"Один тариф = вся функциональность. Не покупать CRM, мобайл, эквайринг отдельно.",,высокая,"средняя — функционал работал, но не своё",,,мобайл на чужих аккаунтах Apple/Google → теряет данные при отвязке,"всё в одном тарифе (Standard или PRO), бесплатный перенос базы из 1С","надо самой регистрироваться в Apple/Google, $100/год за Apple + $25 единоразово за Google",,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J220
Middle,S1,J1,Брендированное мобильное приложение под свою новую марку,"выходит из франшизы, нужен новый бренд + приложение в сторах","Приложение за 2-3 недели с моим логотипом, цветами",,,"«было у нас, можно ещё раз посмотреть, возможно интерфейс поменялся» — нейтральная",,,"приложение Mobifitness было на их аккаунтах, при отвязке надо переделывать","Fitbase делает за 2-3 недели, бесплатно при Standard/PRO, помогает с регистрацией в сторах","регистрация Apple ID с её юр.лицом (выход из франшизы → возможны нюансы), товарный знак не оформлен",,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J221
Middle,S1,J1,Понять реальный TCO с учётом всех доплат,надо рассчитать бюджет на новую жизнь после франшизы,"Прозрачную сравнительную таблицу «что входит, что доплата»",,,,,,,скидка 10% после демо в течение 3 дней; возможность апгрейда тарифа с пересчётом доплаты,«186 400 — очень дорого» (изначальная реакция на цену тарифа PRO),,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J222
Middle,S1,J1,Получить интеграции с мессенджерами без отдельной оплаты,"в 1С+Mobi мессенджеры через бот, неудобно","WhatsApp, Telegram, ВК, MAX в одном окне",,,,,,,Fitbase-чат — все мессенджеры бесплатно входят в тариф,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J223
Middle,S1,J1,Понять реальный риск переноса базы,большая клиентская база из 1С под франшизой,минимально потерять данные при переходе,,,,,,,"Fitbase переносит сам из 1С за 2-3 недели, бесплатно, выборочная проверка по клиентам",,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J224
Small,S1,J1,"Подписание договоров по SMS (юридически значимо) — есть, важно для Анастасии",,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J225
Small,S1,J1,"FitBase Click (планшет на ресепшене) — упомянуто Кристиной, Анастасия задаёт вопрос про интеграцию с домофоном, но «50-60к доп.расходов» останавливает",,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J226
Small,S1,J1,Электронное подписание прямо в мобильном приложении — Fitbase обещает «в этом году»,,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J227
Small,S1,J1,"Запись через виджет на сайте — есть, без доплаты",,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J228
Small,S1,J1,"Bonus / геймификация (Leaderboard) — упомянуто, но не приоритет",,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J229
Small,S1,J1,BNPL / рекурренты — пока не нужно,,,,,,,,,,,,Анастасия (Пермь) — выход из франшизы (1С+Mobi),,,,,1,J230
Big,S2,J2,"Снизить TCO стека и упростить интерфейс для админов 20-25 лет, сохранив весь действующий функционал (СКУД, мобайл, эквайринг).","Подходит срок лицензий 1С (июнь-июль), параллельно вопрос с переходом на Юкассу","Один контракт = одна сумма, без отдельных платежей за Mobifitness, СБП, СМС","Снизить ежемесячные косты, упростить операционку, перестать платить «за всё подряд по разным счетам»",,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J231
Middle,S2,J2,Снизить совокупный TCO стека 1С+Mobi+PocketKey+Юкасса,"«У нас много доплат. Отдельно мобильное приложение, отдельно SMS, которые сумасшедшие деньги стоят»",единый тариф со всеми мессенджерами и мобайлом,,очень высокая — это главный триггер,низкая по TCO («много доплат»),,,,единый тариф PRO 108к/год = всё включено; без лимитов на сотрудников,Cloud Payments 2.7% vs Сбер 2% = +0.7% на онлайн-оплатах; Юкасса будет интеграция «в апреле»,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J232
Middle,S2,J2,Сделать рабочий стол админа понятным «девочке 20 лет»,"«К сожалению, сейчас большая проблема с сотрудниками молодыми, 20-25»","План отдела, личный план, чек-лист задач, счётчик зарплаты — всё перед глазами",,,очень низкая — там много визуального шума,,,,"«более дружелюбный интерфейс», «меньше визуального шума»",,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J233
Middle,S2,J2,Поддержка в выходные,"«Это наша боль. У нас всегда проблема начинается либо в субботу. И 1С-ники нам говорят, мы не работаем»",поддержку 7 дней в неделю,,,катастрофически низкая — критическая боль,,,,"«без выходных, 9-21 по Москве + персональный менеджер на PRO + вторая линия поддержки»",,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J234
Middle,S2,J2,Снять зависимость от 1С при платежах,Евгений сейчас платит Сберу через Юкассу 2% эквайринг,минимизировать перепрыгивание между провайдерами,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J236
Middle,S2,J2,Контролировать одновременные входы,,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J237
Small,S2,J2,"Программа лояльности с лигами (Сапфир, Бриллиант) — упомянуто, понравилось",,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J238
Small,S2,J2,"Запрет передачи QR-кода (динамический, обновляется раз в 2 секунды) — критично для безопасности",,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J239
Small,S2,J2,"Раздельные роли (админ, РОП, фитнес-директор) — есть",,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J240
Small,S2,J2,"Подписание договоров по SMS — есть, но смс отдельно платятся",,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J241
Small,S2,J2,"BI Dashboard от Яндекса — в тарифе PRO, 30 метрик",,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J242
Small,S2,J2,Бесплатный перенос базы из 1С — драйвер,,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J243
Small,S2,J2,Программа лояльности через мобайл (бонусы за абонементы),,,,,,,,,,,,Евгений — клуб корпоративный (1С КОРП),,,,,1,J244
Big,S1,J5,"Управлять детской студией с уникальной номенклатурой абонементов через единое окно, где работают мессенджеры, мобайл и автоматизация — без зависимости от 1С и без потери ноу-хау в учёте.","WhatsApp перестал работать через 1С, Telegram только через бота — функционал просел","Получить рабочий стек CRM + мессенджеры + мобайл управляющего, **сохранив свою систему оплат**",Не выбирать между «новой системой» и «своими процессами»,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J245
Middle,S1,J5,Получить рабочий канал WhatsApp + Telegram в одной CRM,"«WhatsApp фактически не работает. Telegram работал корректно, там надо все это через бота, и если пишут в бота, то это только в 1С, а на аккаунт Телеграма не подгружается»","зеркало всех мессенджеров — Telegram личный аккаунт, WhatsApp Business, без переключений",,очень высокая — это **главный триггер пере-выбора**,критически низкая,,,,"Fitbase-чат как зеркало личного Telegram (без бота), WhatsApp через свою интеграцию, MAX в PRO",,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J246
Middle,S1,J5,Сохранить свою номенклатуру с пересчётом «остаток месяца»,"«Это моя разработка. 1С тоже такое не делали, я вот сделал просто это конкретно под себя»",воспроизвести эту систему в Fitbase,,очень высокая — это его конкурентное преимущество,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J247
Middle,S1,J5,Мобайл управляющего с финансовой аналитикой,"«У 1С есть приложение управляющего, но там очень ограниченный функционал»","«Я еду за рулём, у меня возникла идея, что нужно сделать какую-то историю» — мобильно посмотреть отчёты",,,,,,,BI Dashboard от Яндекса в PRO — 30 метрик по уникальной ссылке для управляющего,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J248
Middle,S1,J5,Связь ребёнок↔родители без потери единого диалога,"30% клиентов с 2 номерами родителей; родители разные, оплачивает один, ходит другой","единое диалоговое окно с клиентом-ребёнком, где видна вся переписка по обоим номерам родителей",,высокая — 30% клиентов,высокая (его кастом),,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J249
Middle,S1,J5,Автоматизация через триггеры,в 1С триггеров было «сколько угодно и под любые задачи»,такая же гибкость,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J250
Middle,S1,J5,"Расчёт зарплаты от оплаченного, не от количества проведённых занятий","тренер получает процент от оплаты конкретного занятия. Если клиент болел — он всё равно оплатил, тренер получил процент. Когда приходит в следующем месяце — он уже не платит, тренер уже не получает.",,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J251
Small,S1,J5,"FitBase Click (планшет + QR на входе) — заинтересовал когда узнал, что карточки тоже принимаются (без телефона)",,,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J252
Small,S1,J5,Лист ожидания с массовой рассылкой о свободных местах — заинтересовал,,,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J253
Small,S1,J5,Электронное подписание документов — заинтересовал,,,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J254
Small,S1,J5,"Онлайн-трансляции занятий через Zoom — заинтересовал, спросил",,,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J255
Small,S1,J5,"Внутренние ссылки на свой домен (PRO) — увидел, не критично",,,,,,,,,,,,Детская студия — дзюдо/тхэквондо (1С),,,,,1,J256
Big,S5,J1,"Полностью автоматизировать студию, чтобы убрать стойку администратора и оставить одного управляющего с плавающим графиком + домофон, потому что человеческий фактор админов критически вредит бизнесу.","Меньше года работы, **уже сменилась куча админов**. Расходы 4 × ставка = много, доходимость низкая","Систему, которая работает сама → клиент пришёл → домофон открыл дверь → планшет отметил посещение → автоматизация рассылок → отчёты на телефон","Психологически избавиться от человеческого фактора + снизить расходы + развиваться, не сидеть на месте",,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J257
Middle,S5,J1,Убрать ресепшен полностью — клиент входит сам через домофон/планшет,"Анастасия живёт в городе, а зал в селе. Управляющий «живёт рядышком», но не на постоянке.",Домофон по Bluetooth/Wi-Fi или планшет с QR-кодом для отметки клиента + автоматическая загруженность зала на дашборде,,критическая (главный триггер перехода),"нулевая — там нет такого функционала, нужно докупать",,,,FitBase Click (планшет) + интеграция с домофоном через китайское оборудование 50-60к,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J258
Middle,S5,J1,"Автоматизация всей коммуникации (рассылки, напоминания, поздравления)","«У администраторов даже орфографию не соблюдают, когда общаются с клиентами»",Триггерные рассылки от системы без человека,,,,,,,40 автоматизаций (стандарт) / без ограничений (PRO) + Fitbase-чат как зеркало WhatsApp/Telegram/ВК/Max,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J259
Middle,S5,J1,Видеть выручку и статистику с телефона,"«Я владелец, я не сижу постоянно в зале. Хочу с мобилки или дома зайти в программу»","Дашборд на телефоне с продажами, продлениями, доходимостью по тренерам",,,"низкая — в 1С есть «приложение управляющего», но «необоснованно дорогое и плохой функционал»",,,,BI Dashboard от Яндекса по ссылке + Telegram-бот для управленцев с ежедневным отчётом,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J260
Middle,S5,J1,Программа лояльности через мобильное приложение,"Хочет «Лидерборд» (Топаз, Рубин, Сапфир, Бриллиант), как у Urban Fit",Геймификация для клиентов через приложение клуба,,,,,,,Брендированное приложение с лигами + рулетка + промокод,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J261
Middle,S5,J1,Снизить расходы на админов,4 админа на ставке = большие расходы для зала на 52 активных клиента,Один администратор-управляющий с плавающим графиком + СММ,,,,,,,Онлайн-оплата через приложение → клиент сам платит → ресепшен не нужен,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J262
Middle,S5,J1,Тренерское приложение — снять админа с продаж абонементов,"Тренеры на аренде, мотивированы продавать абонементы",Тренер может продать клиенту абонемент через своё приложение,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J263
Small,S5,J1,"Виджет онлайн-расписания на сайт (для тех, кто не качает приложение) — клиент впечатлён",,,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J264
Small,S5,J1,Видеокарточки тренеров — Анастасия хочет «прокачивать личный бренд тренеров»,,,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J265
Small,S5,J1,Записи в массажной комнате — оформить как групповое занятие на 1 человека,,,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J266
Small,S5,J1,"Сторис в приложении (без VPN, быстрее чем Instagram)",,,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J267
Small,S5,J1,"Лист ожидания на занятия — но Анастасия не хочет, потому что «у тренеров на аренде свои клиенты»",,,,,,,,,,,,Анастасия (Завьялово) — микро-студия без админов,,,,,1,J268
Big,S2,J2,"Перейти со слетающей самописной программы на стабильную облачную систему, при условии что у нас бывают перебои с интернетом (МТС перекапывает кабель в селе).","Программист уехал, программа всё хуже работает",Облако с возможностью работы через телефон-раздачу при перебоях интернета,Не зависеть от одного программиста + получать обновления + работать стабильно,,,,,,,,,Марина — самописная 1С,,,,,1,J269
Middle,S2,J2,"Облачная программа, которая работает через телефон при отключении провайдера","«Перекопали кабель, повредили, у нас там два дня интернета не было». В здании только один провайдер (МТС).",возможность работать через приложение на телефоне или с раздачи мобильного,,,,,,,"Облако, доступ с любого устройства; адаптивная мобильная версия",,,Марина — самописная 1С,,,,,1,J270
Middle,S2,J2,Все мессенджеры в одном окне без доплат,"«У нас это в телефоне сейчас, и вот это выпускаем, бывает моментом» — теряет сообщения","Единое окно для WhatsApp, Telegram, ВК, Instagram, MAX",,,,,,,"Fitbase-чат, 5 мессенджеров встроены, без доплат",,,Марина — самописная 1С,,,,D025,1,J271
Middle,S2,J2,Касса Atol + СБП → Юкасса (расчётный счёт Сбера),Касса Atol уже подключена через её самописную программу,Сохранить кассу Atol + добавить СБП через мобильное приложение для клиентов,,,,,,,,,,Марина — самописная 1С,,,,,1,J272
Middle,S2,J2,"Тарификация по действующим клиентам, а не по всей базе","у Марины **тысячи клиентов в базе** за все годы работы. «Если за весь период, там, я не знаю, даже там тысячи, две, наверное, три уже надо»","Перенести всю историю, но платить только за активных",,,,,,,,,,Марина — самописная 1С,,,,,1,J273
Middle,S2,J2,Обучение сотрудников с возможностью записать курс,"«Будет новый администратор, например, этот курс, чтобы он прослушал, просмотрел, всё попробовал»",Видеообучение + база знаний,,,,,,,,,,Марина — самописная 1С,,,,,1,J274
Middle,S2,J2,Финансовая гарантия + возможность вернуться,"«Если мы с вами работаем, что-то нас не устраивает, и потом захотели на другую программу идти, базу нам не проблема перенести с вашей программы»",Возможность забрать данные обратно,,,,,,,,,,Марина — самописная 1С,,,,,1,J275
Small,S2,J2,"Аренда зала клиенту — Марина хочет добавить в услуги, в Fitbase есть",,,,,,,,,,,,Марина — самописная 1С,,,,,1,J276
Small,S2,J2,"Раздражение: «А вот аренда нам не нужна, мы можем это удалить?» — Ксения: «Удалить нельзя, она будет лишней информацией» → 1-балл к негативу",,,,,,,,,,,,Марина — самописная 1С,,,,,1,J277
Small,S2,J2,Корпоративные карты для семей — есть,,,,,,,,,,,,Марина — самописная 1С,,,,,1,J278
Small,S2,J2,"Wallet-карты (электронные) — у Марины уже есть, ушла на 20+ тысяч/год за них в 1С. Это +отдельный кост 1С который Fitbase закрывает в основном тарифе",,,,,,,,,,,,Марина — самописная 1С,,,,,1,J279
,S3,J4,"⚠️ Narrative-формат, не парсится — см. urbanfit_jtbd.md",,,,,,,,,,,,"Urban Fit — сеть, рекуррент (действующий клиент)",,,Narrative JTBD-анализ. Big Job + 5 Core Jobs + Small Jobs описаны прозой. Требует ручной нормализации в табличный формат.,,1,J280
,S3,J4,"⚠️ Narrative-формат, не парсится — см. UrbanFit_Network_Analysis.md",,,,,,,,,,,,Urban Fit — сетевой анализ,,,"Аналитическая записка по сегменту, не структурированный JTBD.",,1,J281
,S5,J1,"⚠️ Narrative-формат, не парсится — см. Kochkin_Unmanned_Analysis.md",,,,,,,,,,,,Кочкин — зал без персонала (аналитика),,,"Аналитическая записка. Возможно дублирует speaker_a_unmanned, проверить.",,1,J282
,S5,J1,"⚠️ Narrative-формат, не парсится — см. SpeakerA_Unmanned_Analysis.md",,,,,,,,,,,,Speaker A — зал без персонала (аналитика),,,Аналитическая записка. Дублирует speaker_a_unmanned/jobs.csv — структурированные джобы там.,,1,J283
,?,?,"⚠️ Narrative-формат, не парсится — см. JTBD_summary_1c_segment.md",,,,,,,,,,,,Сводный JTBD по сегменту 1С (5 интервью + Каталина),,,"Сводный документ по сегменту. Джобы выведены из 5 файлов sales_calls_1c_switch/, которые уже разобраны.",,1,J284
